chr	coord	esc_max_exp	npc_max_exp
chr11	84880000	16.11377	13.31480
chr14	56840000	5.54871	0.00000
chr16	36600000	0.02771	0.00672
chr19	35240000	0.00000	0.00000
chr1	16560000	1.00495	3.26086
chr19	7000000	94.45119	86.87155
chr15	78440000	9.93592	1.79464
chr6	88760000	0.36055	0.01098
chr2	150720000	13.20653	0.22719
chr6	141920000	0.00000	0.00000
chr4	34760000	0.33087	0.00000
chr6	118480000	1.49757	1.66011
chr1	10720000	0.03797	0.06448
chr2	36600000	0.00000	0.00000
chr6	136320000	0.00000	0.00000
chr6	68040000	0.04877	0.00000
chrX	55880000	0.02123	0.01803
chr8	24600000	0.03598	0.00869
chr2	160680000	20.55104	21.13249
chr5	22360000	0.11882	0.00000
chr7	101120000	1.90261	3.13314
chr11	117640000	3.61222	0.03557
chr6	65360000	0.00000	0.00000
chr14	8320000	0.00965	0.02049
chr9	49080000	21.83394	0.00000
chr3	113880000	0.00000	0.00000
chr12	81200000	0.22237	0.37767
chr13	110360000	0.00000	0.00000
chr1	181440000	0.00000	0.00000
chr19	36360000	4.35727	3.31779
chr3	39240000	68.57622	27.67583
chr3	118560000	0.00904	0.10475
chr4	34720000	9.89743	0.10334
chr7	45880000	16.57462	0.00000
chr8	104960000	0.04844	0.02351
chr19	7440000	2.50486	5.89171
chrX	108440000	0.00000	0.00000
chr17	78880000	122.81548	0.00000
chr17	32640000	0.28987	0.45630
chr7	108920000	0.00000	0.00000
chr7	23760000	0.00000	0.00000
chr10	38240000	0.00000	0.00000
chr13	56280000	0.04504	0.96570
chr7	101880000	19.76039	1.87143
chr1	17560000	0.00000	0.00000
chr9	75120000	0.51599	0.67188
chr10	77520000	9.35097	6.54884
chr13	81800000	148.75774	0.46472
chr11	18600000	0.00000	0.00000
chr6	54040000	0.43708	0.93613
chr6	72440000	138.79909	39.63312
chr9	18840000	0.00000	0.00000
chr1	129280000	0.00307	0.15379
chr12	17680000	0.00000	0.00000
chr6	134400000	0.86252	0.00775
chrY	83120000	0.00000	0.00000
chr5	32160000	0.34733	0.00549
chrX	8120000	0.87079	0.00000
chr3	90280000	21.37323	0.00000
chr8	85320000	110.99822	0.00000
chr1	21240000	2.25363	0.02266
chr17	27040000	16.96385	8.65935
chrX	16640000	22.43525	0.72899
chr5	147880000	40.85642	0.00000
chr8	64240000	0.16678	0.07725
chr2	24360000	0.00000	0.00000
chr3	78760000	0.00000	0.00000
chr18	74560000	0.00000	0.00000
chr19	57320000	0.66593	0.79119
chr5	132000000	0.18499	0.70972
chrX	103440000	3.78696	0.05860
chr11	70520000	1.75996	0.00000
chrX	63360000	0.00000	0.00000
chrY	70400000	0.00000	0.00000
chr13	69000000	0.29719	2.26012
chrY	50720000	0.00000	0.00000
chrX	147040000	0.00000	0.00000
chr8	12400000	0.43295	0.00000
chr7	47480000	0.00000	0.00000
chr3	94120000	0.29159	0.00000
chr19	37200000	0.28228	0.00000
chr15	103520000	7.50569	6.58334
chr2	67400000	0.00000	0.00000
chr5	75000000	0.06399	0.18772
chr18	78080000	0.01616	0.00000
chrY	47320000	0.00000	0.00000
chr16	64880000	25.74642	21.76594
chr16	33080000	554.50668	1.30375
chr3	45720000	0.05174	0.00000
chr7	6280000	6.73393	0.01558
chr5	4000000	0.20730	0.97286
chr6	123000000	0.02407	0.00000
chr11	116160000	14.26918	8.00580
chr1	86920000	1107.71276	681.17093
chr5	18000000	0.00000	0.03496
chr1	39440000	0.12664	0.30470
chr5	39640000	0.00000	0.06497
chr18	76880000	0.00000	0.01515
chrY	5320000	0.00000	0.00000
chr15	39200000	3.24640	0.17038
chrX	149120000	0.00000	0.00000
chr12	76400000	2.83971	2.32032
chr3	99720000	77.30971	56.69303
chr1	160240000	170.28239	1.65902
chr1	191480000	0.03133	0.17056
chr6	60080000	0.43439	0.00000
chr16	52120000	0.28089	0.23853
chr7	48520000	0.05128	0.00000
chrX	53880000	0.00000	0.00000
chr9	118960000	0.31671	0.17268
chr2	74840000	10.39917	10.76478
chr19	45080000	1.08949	0.35858
chr2	34760000	7.01204	7.67155
chrY	33640000	0.00000	0.00000
chr14	51440000	0.00000	0.00000
chr12	30160000	0.06202	0.00000
chr4	128880000	0.07442	0.04740
chr11	8120000	0.00000	0.00000
chr3	27160000	54.94414	0.82904
chr16	64640000	0.00000	0.00000
chr7	8400000	0.00000	0.00000
chr3	107440000	0.00000	0.00000
chr12	10400000	2.06838	6.13155
chr19	17920000	0.00000	0.00000
chr4	24440000	0.07170	0.00000
chr2	73000000	28.90622	4.83693
chrY	82920000	0.00000	0.00000
chr7	102920000	0.00000	0.00000
chr1	60280000	0.00000	0.00000
chr4	58200000	0.00000	0.00704
chr17	30520000	0.01276	0.00000
chr11	21480000	0.00000	0.00000
chr8	129040000	0.00000	0.00000
chr7	16160000	0.61336	3.07653
chr14	32840000	0.03308	0.00000
chr18	46320000	9.47597	2.64466
chr15	82320000	1.58728	0.03611
chr5	48960000	0.00000	0.00000
chrX	136560000	0.00000	0.00000
chr4	48280000	8.70004	10.06128
chr5	110200000	5.17129	0.17495
chr3	147640000	0.00000	0.00000
chr15	83280000	6.75399	0.27765
chrX	135440000	0.97026	0.00000
chr13	24760000	0.00000	0.00000
chr17	18080000	0.00000	0.00000
chr5	140560000	0.52432	0.11779
chr9	88320000	0.81805	0.15438
chrX	152160000	0.13380	0.18635
chrX	68800000	44.59402	0.00000
chr2	86400000	0.01983	0.00000
chr2	14680000	0.07805	0.33139
chr1	86000000	0.00502	0.00000
chr4	153960000	23.90220	0.03471
chr2	18360000	0.49992	0.38594
chr7	108440000	0.00000	0.00000
chr16	90640000	0.00000	0.00000
chr18	67400000	24.58975	42.30548
chrX	62560000	3.43326	0.08155
chr7	107040000	0.00000	0.00000
chr12	69800000	0.29860	0.00000
chr7	31960000	0.00000	0.00000
chrX	68640000	0.23757	0.00000
chrX	150960000	0.32140	0.00000
chr17	34200000	1.31762	0.14494
chrX	114200000	0.02528	0.00000
chr14	46120000	2550.53009	1241.62723
chrX	89440000	0.01786	0.00000
chr9	39440000	0.00000	0.00000
chr1	158360000	0.05540	0.38538
chr6	7680000	0.00000	0.00000
chr18	60800000	2730.04165	0.03850
chr19	4000000	0.67020	1.20153
chr5	123000000	7.17836	6.62602
chr5	73240000	0.23168	0.46726
chr12	33960000	0.65885	0.01790
chrX	133240000	0.00000	0.00000
chr6	28600000	0.84813	0.38978
chr5	115880000	3.23356	0.14540
chr5	95320000	2.84778	0.00000
chr7	126200000	1.04529	0.88767
chrY	13520000	0.00000	0.00000
chr13	63600000	10.06672	2.95035
chr14	36120000	0.00000	0.00000
chr7	117800000	0.00000	0.00000
chr7	130040000	0.00000	0.00000
chrY	57160000	0.00000	0.00000
chr9	8160000	1.42383	0.94382
chr16	10400000	0.14472	0.02633
chrX	61120000	0.00000	0.00000
chr2	148640000	0.00000	0.00000
chr14	55640000	10.45068	2.42676
chr17	34080000	0.00000	0.00000
chr2	112040000	6.02704	0.05640
chr3	93840000	0.68047	0.00000
chr16	11920000	1.79073	0.00000
chr10	21200000	1.20509	0.30236
chr7	54040000	0.00000	0.00000
chr18	73560000	14.76639	3.42969
chrX	149800000	1.30615	0.01551
chr3	81760000	0.00000	0.00000
chr4	144480000	0.01777	0.00000
chr13	17960000	21.03807	31.01541
chr15	69480000	0.00000	0.00000
chr17	28480000	0.00000	0.00000
chr15	73200000	4.77841	7.89816
chr2	89560000	0.00000	0.00000
chr8	109440000	0.00000	0.00000
chrX	165000000	6.72514	2.83958
chrY	44840000	0.00000	0.00000
chr9	72000000	0.31687	2.33208
chr11	116480000	0.11794	0.00000
chr2	36680000	0.00000	0.00000
chr2	154920000	157.39183	28.70008
chr19	24440000	0.00000	0.00000
chr11	8920000	0.27827	0.02954
chr16	40000000	0.00109	0.77409
chr13	93680000	0.41606	0.01286
chr15	79760000	2.56369	0.00982
chr2	62520000	0.00000	0.01062
chr18	31640000	11.32262	0.08955
chr2	110040000	5.38035	10.23624
chr5	91040000	0.01034	0.05267
chrX	78920000	0.20303	0.00000
chr16	74360000	0.00000	2.84708
chr2	148840000	0.57253	0.00000
chr17	53880000	70.25936	56.34745
chr7	101040000	0.31131	0.35426
chr1	183760000	0.00000	0.00000
chr9	9680000	0.00000	0.00000
chr3	151320000	0.00966	0.03282
chr3	54720000	14.49355	0.00000
chr2	65640000	0.11443	0.27409
chr11	78480000	2.59563	0.00000
chr12	80160000	0.79066	0.60921
chr2	19400000	9.65820	1.49753
chr4	130920000	3.44681	0.20519
chr5	108880000	0.00530	0.00000
chr18	68440000	0.00000	0.00000
chr2	181520000	22.51436	0.48657
chr4	25560000	19.32558	7.04273
chrX	113360000	0.00000	0.12589
chr6	122880000	14.96969	0.00737
chr11	105040000	0.08109	0.00000
chr7	55720000	0.00000	0.00000
chr8	94720000	0.42519	0.00000
chr16	16240000	7.56912	2.44149
chr3	92360000	0.00000	0.00000
chrX	26720000	0.04183	0.00000
chr17	20800000	0.00000	0.00000
chr7	44400000	0.49123	0.39172
chr1	40080000	0.94961	0.00000
chr17	81680000	0.11459	4.82789
chr3	108640000	0.21975	0.03732
chr11	94320000	0.00000	0.00000
chr11	114080000	0.04347	1.41304
chr3	87640000	2.92757	0.00000
chrX	12480000	17.37946	17.70141
chr3	136080000	0.00000	0.00000
chr1	28000000	0.00997	0.03388
chr2	110400000	0.02472	0.06297
chr17	37080000	3.25509	6.19864
chr3	93480000	0.23417	0.00000
chr17	3360000	0.19925	0.23739
chr10	116560000	0.19662	0.66789
chr15	35960000	127.72525	75.94960
chr4	101880000	3.47912	1.93738
chr14	53920000	0.00000	0.00000
chr3	95880000	96.93290	0.07250
chr14	98280000	0.00000	0.00000
chr3	103640000	0.01482	0.00000
chr1	160000000	0.00000	0.00000
chr5	96880000	0.00000	0.00000
chr16	18840000	28.11782	3.30909
chr3	96400000	8811.55216	2347.33190
chrY	80040000	0.00000	0.00000
chr9	39640000	0.42382	0.00000
chr7	100240000	2.50609	3.10438
chr17	79040000	5.06264	8.47036
chr1	79000000	24.37106	14.21520
chr1	34040000	0.88004	0.61656
chr5	104120000	0.04082	0.02600
chr5	146080000	0.09123	0.01937
chr7	107880000	136.85699	138.88095
chr3	20040000	2.09709	2.39076
chr8	84680000	22.94971	11.18282
chr2	153440000	5.63015	2.53122
chr13	30960000	2.09291	0.30736
chr2	51960000	1.72387	0.00000
chr7	99560000	3.03040	1.00183
chr12	12720000	0.00000	0.00000
chr2	126720000	22.14912	0.00000
chr2	77880000	0.00000	0.00000
chr9	110160000	0.00000	0.00000
chr3	84680000	0.18135	0.09709
chrX	134240000	0.02824	0.01919
chr6	55040000	109.97109	55.45448
chr9	106200000	34.13061	2.34329
chrMT	40000	6994.80268	1.88197
chr7	25240000	12.10820	0.82046
chr12	55240000	62.87737	34.97463
chr3	100600000	0.15046	0.25251
chr11	89320000	0.13224	2.34893
chr19	13080000	0.00000	0.00000
chr13	38680000	155.67523	65.50884
chr2	175720000	34.00019	36.68721
chr10	78560000	0.00000	0.00000
chr5	74320000	2.00277	2.25613
chr10	111480000	169.01027	112.13473
chr19	43560000	83.53620	28.70708
chr13	22080000	384.71181	9.54037
chr15	96440000	0.00000	0.00000
chr18	60320000	0.00000	0.00000
chr1	175520000	0.00931	0.31097
chrX	67960000	0.00000	0.00000
chr5	104360000	0.01111	0.00000
chr7	18520000	0.00000	0.00000
chr18	38640000	18.88246	1.46623
chr15	101200000	4.56284	0.25178
chr13	67360000	1.94012	0.51414
chr11	119360000	0.82787	1.04215
chr12	86120000	8.98995	30.33281
chr6	50560000	0.00000	0.00000
chr7	144760000	0.13993	6.47777
chr1	31200000	0.00000	0.07050
chr17	37000000	22.87136	0.00000
chr5	89840000	0.00000	0.00000
chr15	52720000	33.45467	26.07900
chr6	142240000	0.00000	0.00000
chr1	147120000	0.00000	0.00000
chr2	87920000	0.00000	0.00000
chr11	107440000	0.87424	0.12132
chr13	97120000	38.57360	9.77177
chr10	112280000	0.06029	0.03584
chr15	60840000	0.26256	0.44143
chrX	159480000	0.00000	0.00000
chr6	33400000	0.01112	0.00000
chrX	52760000	7.87663	0.24404
chr7	11400000	52.13937	0.01958
chr6	149200000	0.69727	2.28536
chr11	65800000	11.92659	13.30814
chr2	32080000	0.01092	0.50357
chr12	87080000	0.00000	0.00000
chr1	94640000	0.00000	0.00000
chr3	143680000	0.00000	0.00000
chr5	33080000	2008.06115	0.00000
chr2	108960000	25.00978	10.24162
chr7	38960000	0.02145	0.00000
chr11	94280000	0.10250	0.08704
chr19	47920000	0.44281	0.00000
chr18	81040000	0.00000	0.00000
chr5	111600000	0.05584	0.02371
chr13	23040000	0.00000	0.00000
chr16	93480000	0.03118	0.01324
chr5	132560000	0.56671	1.88654
chr4	74680000	0.00000	0.00000
chr4	15280000	17.56292	5.55011
chr14	48080000	112.46846	36.92810
chr15	71840000	0.00000	0.00000
chr4	146080000	28.26816	0.00000
chr2	3760000	0.00000	0.00000
chrX	159440000	6.47709	0.00000
chr16	33720000	0.39185	5.56788
chr17	35600000	11.15013	6.79813
chrY	12440000	0.00000	0.00000
chr3	123400000	4.65020	0.00000
chr1	52640000	1.66257	2.71170
chr4	69720000	32.60196	11.10627
chr2	32160000	7.75549	12.71012
chr5	29960000	0.00467	0.00000
chr16	5040000	3.86229	0.08483
chr8	12320000	0.00000	0.00000
chr6	34320000	49.74716	12.80487
chr5	90960000	0.69712	0.00000
chr5	53360000	0.00000	0.00000
chr11	68720000	19.98805	37.48374
chr17	26160000	32.75397	34.04044
chr11	116040000	359.85669	23.17295
chr13	33960000	0.12320	0.23655
chr2	181320000	14.17572	0.46299
chr17	56200000	7.48163	0.28075
chr8	120720000	0.00000	0.00000
chr9	34960000	0.00492	0.00835
chr3	52280000	1.60597	0.00000
chr2	179400000	0.00000	0.00000
chr19	44200000	0.59264	0.37297
chr4	74080000	0.14080	0.09964
chr1	118360000	94.39239	0.00000
chr18	9840000	0.00000	0.00000
chrY	58960000	0.00000	0.00000
chr11	96120000	169.59618	0.08621
chr2	29880000	2.18647	0.73211
chr11	45320000	7.08865	3.55913
chr7	24640000	0.19723	0.01950
chr6	45240000	0.00000	0.04309
chr7	143680000	2.26028	0.79145
chr7	103240000	0.00000	0.00000
chr1	38160000	11.53498	0.00000
chr2	91120000	0.44869	0.01524
chr2	154640000	1.76351	0.03166
chr18	60240000	0.00706	0.00000
chrX	112680000	0.00000	0.00000
chr14	47680000	23.59127	18.77420
chr6	66600000	0.03824	0.00000
chr6	100680000	3.55077	0.34325
chr8	19480000	0.00000	0.00000
chr3	33640000	121.99921	74.82781
chr11	62880000	18.70393	0.02759
chr7	11920000	0.00000	0.00000
chr6	138880000	0.00000	0.00000
chr4	28520000	0.00000	0.00000
chr7	96960000	3.69764	0.00000
chr14	46040000	1.07366	0.23378
chr3	53960000	0.00000	0.00000
chr4	11960000	0.00000	0.00000
chr14	4200000	14.63208	1.74703
chrX	103000000	0.00000	0.07700
chr3	146000000	4.98493	3.14045
chrX	140480000	81.02293	0.01913
chr4	11400000	4.48233	0.02516
chrX	52000000	0.15457	0.00000
chrX	106240000	1.24210	0.29635
chr9	56800000	0.10946	0.47284
chrY	66760000	0.00000	0.00000
chr2	164360000	0.02891	0.00000
chrY	75840000	0.00000	0.00000
chr2	167000000	4.22238	5.51061
chr2	124240000	0.00000	0.00000
chr6	116360000	1.68486	0.14952
chr9	39960000	0.00000	0.00000
chr8	117280000	2.94078	3.96557
chr4	61760000	0.00000	0.00000
chr13	39000000	3.18064	0.17342
chr1	160640000	0.03206	0.12225
chr15	10480000	34.85521	7.28530
chr3	20800000	0.00000	0.00000
chrJH584294.1	40000	0.44377	2.26115
chr10	96480000	0.00000	0.00000
chr3	36120000	0.49355	0.46749
chr5	29720000	0.19191	0.38026
chr6	81960000	3.01157	3.49148
chrY	24880000	0.00000	0.00000
chr2	154720000	386.07162	0.00000
chr12	103760000	0.00000	0.00000
chrX	123240000	0.00000	0.00000
chrX	101080000	15.46985	0.00000
chr4	115080000	0.55879	0.26443
chr2	80160000	0.01243	0.00000
chr5	118240000	0.00000	0.16409
chr4	134600000	0.28959	0.24593
chr15	12240000	10.66861	4.76366
chr11	119080000	0.31513	0.00000
chr11	98600000	11.51179	0.00000
chr11	30560000	0.09013	0.03827
chr17	22640000	0.00000	0.00000
chr8	106640000	72.31421	0.97449
chr5	50520000	0.00000	0.00000
chr7	100640000	23.96986	0.83486
chr13	113800000	16.02473	9.93987
chr19	47960000	0.01675	0.00948
chr11	114200000	0.00000	0.00000
chr9	89760000	0.00000	0.00000
chr5	115760000	0.83125	0.52557
chr6	113720000	25.02798	2.46139
chr1	119360000	0.02432	0.00000
chr4	52840000	43.07996	31.32175
chr9	72280000	3.62635	0.00000
chr3	39160000	0.00000	0.00000
chr14	16400000	11.26610	59.07115
chr6	19120000	0.01427	0.00000
chr14	7000000	0.68039	1.33615
chr3	152800000	0.00000	0.00000
chr7	14360000	0.01601	0.00000
chr4	83760000	0.07767	0.13191
chr1	108640000	0.00000	0.00000
chr3	115720000	0.14717	0.24110
chr1	7280000	0.00000	0.00000
chr13	86760000	0.16981	0.00000
chr6	87440000	0.01664	0.00000
chr12	78720000	0.01054	0.09847
chrX	103600000	1.37634	0.00000
chr6	99880000	674.99411	736.90925
chrY	83680000	0.00000	0.00000
chrX	54240000	0.00000	0.00000
chr17	14720000	9.62244	4.67858
chr10	60040000	11.28070	6.76013
chr6	35640000	0.00000	0.00000
chr3	85320000	0.00000	0.00000
chr7	85320000	0.00000	0.00000
chr11	52320000	7.27230	1.98203
chr10	88120000	0.00000	0.02118
chr4	43160000	0.00000	0.00000
chr10	18320000	0.83967	3.93258
chr18	23840000	0.00000	0.00000
chr18	77080000	32.78168	4.51144
chr10	117280000	0.00000	0.11494
chr7	49640000	0.00000	2.77647
chr6	149040000	12.33167	6.16012
chr7	141640000	2.05262	1.04587
chr9	20440000	0.00000	0.00775
chr14	114840000	0.00000	0.06008
chrY	39200000	0.00000	0.00000
chr3	87840000	0.02204	0.04211
chr6	41200000	0.00000	0.00000
chr2	119200000	34.72512	35.00352
chr2	29080000	6.75143	5.40946
chr12	51720000	26.86543	6.28506
chr14	51800000	0.05269	0.00000
chr1	63800000	0.03188	0.00000
chr4	80920000	0.82245	0.90021
chr4	3880000	0.09024	0.00000
chr14	120760000	0.00000	0.00000
chr1	65200000	34.17604	117.68212
chr11	23000000	189.90985	2.69688
chrX	85760000	0.00000	0.00000
chr2	67800000	0.67514	0.76445
chrX	102920000	0.48921	0.03777
chr5	22720000	8.05818	2.42246
chr6	70320000	0.00000	0.00000
chr11	84520000	41.96720	14.57960
chr8	40800000	0.02886	0.00000
chr17	16960000	18.81200	10.31373
chr1	174400000	0.00000	0.00000
chr9	119040000	0.00000	0.35250
chr8	35800000	0.00000	0.00000
chr2	15160000	0.75818	0.32193
chr16	91760000	7.86117	10.35623
chr12	78200000	0.00000	0.00000
chr13	105240000	0.00000	0.12202
chr3	146640000	0.00000	0.00569
chrX	8200000	14.27194	7.53974
chr1	9680000	0.01751	0.01487
chrX	48720000	19.53697	12.19330
chr14	26520000	0.00000	0.00000
chr9	40720000	0.77710	0.00000
chr11	64080000	7.10990	6.93319
chr3	40720000	1.58876	0.04472
chrY	50280000	0.00000	0.00000
chr14	47000000	0.04385	0.37235
chr14	32160000	42.98822	0.00000
chr11	50760000	0.00000	0.00000
chr2	83360000	252.71809	207.97015
chr2	166400000	0.00000	0.00000
chr16	38160000	0.00000	0.00000
chr12	112440000	0.00000	0.00000
chr6	144000000	0.00000	0.04472
chr11	101080000	1.04624	0.23693
chr3	20400000	0.00870	0.00000
chrY	68960000	0.00000	0.00000
chr9	111720000	0.01413	0.00600
chr7	65880000	5.33059	0.41743
chr5	36800000	249.38766	183.42709
chr2	68560000	6.82401	10.23647
chr11	42440000	0.02643	0.59608
chr3	103400000	0.00000	0.00000
chr4	88920000	1.58594	0.00000
chr9	68680000	0.25865	0.69415
chrX	126640000	0.00000	0.00000
chr3	101040000	0.02244	0.02382
chr2	33440000	3.04903	1.85188
chr12	91600000	343.40358	696.05544
chr1	155440000	0.92141	3.09084
chrY	58840000	0.00000	0.00000
chr1	118040000	0.05874	0.00000
chr11	19760000	2.40586	0.00000
chr12	77000000	26.26219	8.59966
chr5	88320000	0.00000	0.00000
chr6	18920000	0.16341	0.01067
chr4	117720000	11.11803	0.17709
chr13	95280000	0.06672	0.14570
chr12	116040000	0.00000	0.00000
chr1	125680000	0.01859	0.00000
chr11	88880000	39.14475	0.00000
chr10	24520000	0.08017	0.00000
chr16	30200000	0.00000	0.00000
chr18	90520000	16.56832	0.00000
chr1	156800000	24.73686	27.00878
chr11	29280000	12.16440	12.08749
chr13	12560000	0.10143	1.23915
chr18	60720000	2.19715	6.59579
chrX	33600000	0.00000	0.00000
chr1	171520000	1.17385	0.00000
chr2	62000000	0.00000	0.00000
chr4	38000000	0.00000	0.01086
chr1	160360000	0.06052	0.08810
chrY	8640000	0.00000	0.00000
chr7	111960000	0.00000	0.00000
chr6	95720000	25.55969	25.83328
chr17	29520000	29.12995	0.00000
chr1	191800000	0.00000	0.00000
chr3	30760000	0.28025	0.00000
chr2	132680000	0.23986	0.00000
chr6	143240000	0.36070	0.00000
chr4	42480000	0.02892	0.03930
chr1	151520000	28.64966	0.00000
chrX	12000000	0.00000	0.00000
chr6	66680000	0.06025	0.00000
chr9	108120000	3.10708	0.00000
chr2	40200000	0.00000	0.00000
chr1	134040000	0.05974	0.00000
chr7	63480000	0.03613	0.00624
chr2	85440000	0.00000	0.00000
chr4	98280000	0.00000	0.00000
chr2	121320000	1.12233	0.10436
chr9	53720000	907.84221	785.94521
chr11	76800000	8.83206	5.81014
chr1	105680000	5.33625	3.62161
chr15	83440000	11.38243	7.97246
chr2	136080000	0.00000	0.05408
chr8	83960000	15.92257	0.00000
chr5	13920000	0.00000	0.00000
chr17	74040000	0.00000	0.00000
chr12	87040000	0.42483	0.00000
chr16	79920000	5.99461	8.33693
chrX	86320000	0.81603	0.00000
chr9	105760000	0.00000	0.00000
chr4	45840000	0.85061	15.54505
chr4	97800000	0.03087	0.48843
chr7	98600000	0.00000	0.00000
chr17	19520000	0.00000	0.00000
chr5	95080000	0.14249	0.00000
chr5	149160000	4.79684	0.00000
chr3	47480000	0.00000	0.00000
chrX	16840000	0.23441	0.02844
chr18	11080000	0.08772	0.03476
chr7	16840000	6.76692	4.19901
chr3	108920000	57.14988	35.19119
chrX	57080000	15.51275	0.00000
chrX	78760000	0.00000	0.00000
chr2	45040000	0.23947	0.00000
chr7	118520000	0.61519	2.29774
chr3	125240000	0.01416	0.05410
chr12	99920000	4.96713	5.29517
chr15	84120000	14.04637	1.01178
chr6	12880000	4.04020	0.01596
chr6	42440000	0.00000	0.00000
chr6	107520000	0.00000	0.00000
chrY	87240000	0.00000	0.00000
chr1	166400000	2.22237	0.10103
chr11	75040000	0.00000	0.00000
chr2	69720000	4.91465	2.46078
chr10	121760000	2.60289	0.82953
chr18	44360000	0.48198	0.01436
chr1	90840000	0.00000	0.00000
chr9	51040000	0.97125	1.19894
chr16	91400000	0.51621	0.00000
chr2	147160000	0.00000	0.00000
chr14	6920000	8.32496	18.94513
chr14	48440000	2.51913	0.87155
chr4	133880000	0.00000	0.00000
chr6	130640000	0.00000	0.00000
chr8	93160000	0.10453	0.00000
chr3	90680000	5.98212	8.50136
chr1	43840000	4.40861	3.88388
chr2	87640000	0.00000	0.00000
chr2	157760000	43.71750	0.00000
chr2	60360000	0.04817	0.00511
chr5	43560000	0.00000	0.00372
chr3	90120000	0.32002	0.44093
chr3	4680000	0.00000	0.00000
chrX	74920000	0.62993	0.00000
chr5	139760000	0.09916	1.69188
chr14	49720000	0.04955	0.21038
chrX	117320000	0.00000	0.00000
chr19	3200000	0.03395	0.08288
chr9	39840000	0.00000	0.00000
chr4	146640000	198.49398	0.46283
chr16	30240000	0.96647	0.14205
chr2	158680000	0.13728	0.53269
chr1	172240000	1.97867	0.41242
chr1	65040000	0.22884	0.00000
chr10	75440000	0.27173	0.00000
chr7	33040000	0.00000	0.00000
chr2	32040000	0.00000	0.00000
chr4	91040000	3.54599	3.01129
chr2	165880000	0.50722	0.03746
chr6	62640000	0.00000	0.00000
chr17	14280000	0.01319	0.15123
chr5	132040000	0.24990	1.16287
chrY	36280000	0.00000	0.00000
chr1	64960000	1.21949	0.04185
