gene	chr	coord	expression_breadth
ENSMUSG00000071497	chr19	53580000	23
ENSMUSG00000031182	chrX	66300000	10
ENSMUSG00000038994	chr11	94960000	25
ENSMUSG00000044518	chr4	114920000	15
ENSMUSG00000090132	chrX	105480000	1
ENSMUSG00000051255	chr19	23660000	23
ENSMUSG00000078260	chr11	99780000	1
ENSMUSG00000091086	chr10	111120000	23
ENSMUSG00000051219	chr4	124600000	12
ENSMUSG00000093814	chr14	19400000	1
ENSMUSG00000051582	chrX	100420000	9
ENSMUSG00000094913	chr10	77800000	3
ENSMUSG00000090284	chr14	120740000	8
ENSMUSG00000078131	chr11	99580000	2
ENSMUSG00000045331	chr16	88620000	13
ENSMUSG00000072596	chr14	44100000	22
ENSMUSG00000063058	chr9	98840000	1
ENSMUSG00000027301	chr2	130560000	25
ENSMUSG00000046652	chr6	42400000	17
ENSMUSG00000057244	chr5	129620000	23
ENSMUSG00000066487	chr12	59080000	23
ENSMUSG00000091080	chr9	98840000	2
ENSMUSG00000090544	chr15	27020000	22
ENSMUSG00000049761	chr7	30660000	3
ENSMUSG00000071035	chr17	87060000	23
ENSMUSG00000047676	chr3	150060000	23
ENSMUSG00000046518	chr12	33920000	9
ENSMUSG00000093916	chrX	108660000	7
ENSMUSG00000091435	chr7	20840000	0
ENSMUSG00000033307	chr10	75860000	23
ENSMUSG00000062546	chr6	90200000	1
ENSMUSG00000078259	chr11	99800000	1
ENSMUSG00000069297	chr13	22240000	0
ENSMUSG00000059382	chr6	132640000	0
ENSMUSG00000050224	chr16	88740000	10
ENSMUSG00000074322	chr7	21600000	0
ENSMUSG00000095619	chr7	22760000	0
ENSMUSG00000094284	chr7	20760000	0
ENSMUSG00000052785	chr7	102940000	0
ENSMUSG00000091151	chr17	20400000	1
ENSMUSG00000043537	chr17	20500000	0
ENSMUSG00000042848	chr17	20680000	0
ENSMUSG00000095916	chr13	22160000	0
ENSMUSG00000056115	chr2	51620000	0
ENSMUSG00000071033	chr17	91080000	16
ENSMUSG00000030037	chr6	83100000	23
ENSMUSG00000043865	chr6	23960000	0
ENSMUSG00000096244	chrGL456219.1	140000	0
ENSMUSG00000096776	chrGL456219.1	80000	0
ENSMUSG00000074178	chr8	86740000	32
ENSMUSG00000031762	chr8	94160000	32
ENSMUSG00000091191	chr11	53760000	22
ENSMUSG00000061977	chr6	131680000	0
ENSMUSG00000057592	chr6	90020000	0
ENSMUSG00000096744	chr10	100360000	0
ENSMUSG00000042814	chr2	152680000	32
ENSMUSG00000036211	chr13	23680000	12
ENSMUSG00000056316	chr10	29140000	5
ENSMUSG00000094314	chr10	100320000	0
ENSMUSG00000095673	chr10	100360000	0
ENSMUSG00000096640	chr10	100380000	0
ENSMUSG00000094187	chr7	23600000	0
ENSMUSG00000033765	chr13	3820000	14
ENSMUSG00000071654	chr19	8880000	32
ENSMUSG00000075094	chr2	89280000	0
ENSMUSG00000071150	chr6	132700000	0
ENSMUSG00000030194	chr6	132840000	0
ENSMUSG00000096760	chr7	21780000	0
ENSMUSG00000095273	chr7	22160000	0
ENSMUSG00000093917	chr7	22360000	0
ENSMUSG00000093853	chr7	22480000	0
ENSMUSG00000095931	chr7	22840000	0
ENSMUSG00000094532	chr7	23000000	0
ENSMUSG00000093890	chr7	21300000	0
ENSMUSG00000096663	chr7	20500000	0
ENSMUSG00000093986	chr7	21040000	0
ENSMUSG00000094001	chr7	21120000	0
ENSMUSG00000094011	chr7	20160000	0
ENSMUSG00000075566	chr11	99660000	10
ENSMUSG00000095806	chr7	20360000	0
ENSMUSG00000096554	chr2	111320000	0
ENSMUSG00000095586	chr2	111440000	0
ENSMUSG00000066723	chr7	24040000	0
ENSMUSG00000080058	chr8	70700000	23
ENSMUSG00000078593	chr4	116160000	17
ENSMUSG00000090550	chr1	90940000	17
ENSMUSG00000093941	chr7	21540000	0
ENSMUSG00000095163	chr7	22020000	0
ENSMUSG00000094149	chr7	22220000	0
ENSMUSG00000095984	chr7	22560000	0
ENSMUSG00000095081	chr7	22680000	0
ENSMUSG00000096073	chr7	23240000	0
ENSMUSG00000095837	chr7	20560000	0
ENSMUSG00000095768	chr7	20700000	0
ENSMUSG00000094589	chr7	20900000	0
ENSMUSG00000094757	chr7	20220000	0
ENSMUSG00000061150	chr17	20800000	0
ENSMUSG00000078256	chr11	99900000	1
ENSMUSG00000091539	chr18	3120000	0
ENSMUSG00000090317	chr9	78440000	23
ENSMUSG00000094208	chr7	21500000	0
ENSMUSG00000095064	chr7	21820000	0
ENSMUSG00000095191	chr7	21840000	0
ENSMUSG00000095962	chr7	21980000	0
ENSMUSG00000096304	chr7	22100000	0
ENSMUSG00000096071	chr7	22180000	1
ENSMUSG00000094981	chr7	22200000	0
ENSMUSG00000093871	chr7	22320000	0
ENSMUSG00000095543	chr7	22400000	0
ENSMUSG00000094542	chr7	22420000	0
ENSMUSG00000095383	chr7	22520000	0
ENSMUSG00000094748	chr7	22520000	0
ENSMUSG00000094905	chr7	22640000	1
ENSMUSG00000094700	chr7	22780000	0
ENSMUSG00000094931	chr7	22860000	0
ENSMUSG00000094934	chr7	23040000	0
ENSMUSG00000096601	chr7	23060000	0
ENSMUSG00000095358	chr7	23200000	0
ENSMUSG00000032288	chr9	56920000	32
ENSMUSG00000094879	chr7	21360000	0
ENSMUSG00000095758	chr7	21340000	0
ENSMUSG00000096903	chr7	20520000	0
ENSMUSG00000096761	chr7	20540000	0
ENSMUSG00000095275	chr7	20660000	0
ENSMUSG00000091638	chr7	20780000	0
ENSMUSG00000095973	chr7	20860000	0
ENSMUSG00000096737	chr7	20880000	0
ENSMUSG00000094010	chr7	21000000	0
ENSMUSG00000094385	chr7	21160000	0
ENSMUSG00000094221	chr7	21260000	2
ENSMUSG00000095309	chr7	21260000	0
ENSMUSG00000095201	chr7	20100000	4
ENSMUSG00000096152	chr7	20120000	0
ENSMUSG00000094735	chr7	20180000	1
ENSMUSG00000094298	chr7	20200000	0
ENSMUSG00000095745	chr7	20320000	0
ENSMUSG00000096386	chr7	20400000	1
ENSMUSG00000094545	chr7	20440000	0
ENSMUSG00000094755	chr19	13020000	0
ENSMUSG00000057754	chr6	131660000	0
ENSMUSG00000091101	chr10	100340000	0
ENSMUSG00000075171	chr2	86840000	0
ENSMUSG00000044537	chr10	129300000	0
ENSMUSG00000047079	chrX	114900000	1
ENSMUSG00000074291	chr7	23540000	0
ENSMUSG00000075067	chr2	90080000	0
ENSMUSG00000063478	chr6	131680000	0
ENSMUSG00000078280	chr6	132700000	0
ENSMUSG00000060412	chr6	132740000	0
ENSMUSG00000056926	chr6	132880000	0
ENSMUSG00000048284	chr6	42420000	6
ENSMUSG00000071195	chr10	77840000	1
ENSMUSG00000063225	chr9	38660000	0
ENSMUSG00000050435	chrX	114900000	1
ENSMUSG00000094461	chr9	38020000	0
ENSMUSG00000096424	chr9	38060000	0
ENSMUSG00000057513	chr7	23860000	1
ENSMUSG00000047667	chr9	38840000	1
ENSMUSG00000054450	chr11	53480000	6
ENSMUSG00000075126	chr2	88620000	0
ENSMUSG00000094197	chr7	107940000	0
ENSMUSG00000057444	chr9	38640000	0
ENSMUSG00000066241	chr7	108820000	0
ENSMUSG00000051481	chr11	99920000	0
ENSMUSG00000062204	chr11	52140000	0
ENSMUSG00000060170	chr11	52200000	0
ENSMUSG00000082211	chr8	21300000	3
ENSMUSG00000075156	chr2	87540000	0
ENSMUSG00000075148	chr2	87740000	0
ENSMUSG00000063206	chr8	21660000	4
ENSMUSG00000059251	chr2	36640000	0
ENSMUSG00000050933	chr17	20880000	0
ENSMUSG00000096000	chr10	129180000	0
ENSMUSG00000073979	chr7	102520000	0
ENSMUSG00000074442	chr8	21180000	7
ENSMUSG00000059410	chr6	132900000	0
ENSMUSG00000074439	chr8	21280000	4
ENSMUSG00000095194	chr9	39040000	0
ENSMUSG00000053081	chr7	121700000	23
ENSMUSG00000095312	chr11	73500000	0
ENSMUSG00000030196	chr6	133020000	0
ENSMUSG00000095525	chr9	18980000	0
ENSMUSG00000094266	chr2	36440000	0
ENSMUSG00000067519	chr19	12240000	0
ENSMUSG00000091007	chr12	36380000	22
ENSMUSG00000050603	chr2	85680000	0
ENSMUSG00000096705	chr4	118900000	1
ENSMUSG00000062793	chr2	87980000	0
ENSMUSG00000057890	chr11	51040000	1
ENSMUSG00000075192	chr2	86300000	0
ENSMUSG00000075185	chr2	86400000	0
ENSMUSG00000075181	chr2	86440000	0
ENSMUSG00000060742	chr2	86500000	0
ENSMUSG00000073965	chr7	102860000	0
ENSMUSG00000075203	chr2	86140000	0
ENSMUSG00000063171	chr6	148340000	32
ENSMUSG00000054325	chr3	92920000	14
ENSMUSG00000075220	chr2	85400000	0
ENSMUSG00000062148	chr14	51840000	9
ENSMUSG00000025652	chr9	108900000	25
ENSMUSG00000096513	chr7	21760000	0
ENSMUSG00000094680	chr7	21080000	0
ENSMUSG00000096068	chr7	108160000	0
ENSMUSG00000093980	chr7	108340000	0
ENSMUSG00000096708	chr19	13480000	0
ENSMUSG00000090451	chr18	78340000	23
ENSMUSG00000050766	chr14	51200000	11
ENSMUSG00000094535	chr9	19460000	0
ENSMUSG00000095667	chr9	19560000	0
ENSMUSG00000070943	chr2	36920000	0
ENSMUSG00000073970	chr7	102640000	0
ENSMUSG00000067513	chr19	12280000	0
ENSMUSG00000057761	chr2	85860000	0
ENSMUSG00000033343	chrX	72220000	10
ENSMUSG00000058927	chr19	24860000	23
ENSMUSG00000029373	chr5	90760000	32
ENSMUSG00000058030	chr17	21300000	0
ENSMUSG00000062528	chr6	132980000	0
ENSMUSG00000095902	chr7	13160000	0
ENSMUSG00000056858	chr19	13860000	0
ENSMUSG00000045417	chr17	20840000	0
ENSMUSG00000045528	chr9	38180000	0
ENSMUSG00000061000	chr7	108620000	0
ENSMUSG00000048469	chr7	102800000	0
ENSMUSG00000025868	chr13	54580000	32
ENSMUSG00000058812	chr2	163640000	32
ENSMUSG00000028398	chr4	75260000	32
ENSMUSG00000050490	chr10	85300000	23
ENSMUSG00000030785	chr7	128200000	32
ENSMUSG00000094696	chr5	59040000	1
ENSMUSG00000063696	chr8	102860000	23
ENSMUSG00000046474	chr11	99840000	13
ENSMUSG00000069919	chr11	32280000	23
ENSMUSG00000068604	chr17	26540000	23
ENSMUSG00000074434	chr8	21580000	3
ENSMUSG00000060208	chr8	21640000	10
ENSMUSG00000064341	chrMT	0	23
ENSMUSG00000075142	chr2	87960000	9
ENSMUSG00000074444	chr8	21120000	9
ENSMUSG00000060105	chr7	108560000	1
ENSMUSG00000061845	chr8	21060000	6
ENSMUSG00000071311	chr17	13040000	21
ENSMUSG00000044801	chr4	43760000	11
ENSMUSG00000092297	chr7	22980000	0
ENSMUSG00000073960	chr7	103040000	0
ENSMUSG00000047102	chr6	42140000	0
ENSMUSG00000051917	chr6	42200000	0
ENSMUSG00000047031	chr7	10520000	0
ENSMUSG00000042219	chr7	103920000	2
ENSMUSG00000045575	chr17	20980000	0
ENSMUSG00000066239	chr7	108880000	0
ENSMUSG00000091922	chr2	58460000	16
ENSMUSG00000094196	chrX	154940000	2
ENSMUSG00000066101	chr7	142180000	1
ENSMUSG00000079439	chr5	88100000	0
ENSMUSG00000074486	chr3	88360000	19
ENSMUSG00000074483	chr3	88380000	21
ENSMUSG00000051153	chr6	131680000	9
ENSMUSG00000068407	chr14	51040000	15
ENSMUSG00000065956	chr8	21560000	3
ENSMUSG00000091957	chr18	61240000	23
ENSMUSG00000096449	chr13	85120000	19
ENSMUSG00000063762	chr6	132940000	0
ENSMUSG00000051793	chr15	98340000	1
ENSMUSG00000096348	chr7	22120000	0
ENSMUSG00000096871	chr7	22460000	0
ENSMUSG00000096813	chr7	21300000	0
ENSMUSG00000094085	chr7	20800000	0
ENSMUSG00000073943	chr7	103680000	0
ENSMUSG00000096164	chr7	20120000	0
ENSMUSG00000094762	chr7	20460000	1
ENSMUSG00000073909	chr7	105280000	1
ENSMUSG00000094271	chr4	88760000	6
ENSMUSG00000069899	chr11	46040000	23
ENSMUSG00000074440	chr8	21280000	12
ENSMUSG00000074446	chr8	21040000	6
ENSMUSG00000073735	chr1	18220000	5
ENSMUSG00000048062	chr17	18020000	9
ENSMUSG00000060759	chr7	108540000	0
ENSMUSG00000074447	chr8	21020000	7
ENSMUSG00000046924	chr7	23920000	0
ENSMUSG00000071471	chr16	88640000	10
ENSMUSG00000095078	chr5	52580000	23
ENSMUSG00000070334	chr11	99900000	9
ENSMUSG00000074443	chr8	21160000	8
ENSMUSG00000044649	chr11	99620000	11
ENSMUSG00000058807	chr11	58500000	2
ENSMUSG00000061958	chr8	21080000	10
ENSMUSG00000051805	chr13	69540000	18
ENSMUSG00000068814	chr2	87800000	0
ENSMUSG00000064213	chr8	21720000	9
ENSMUSG00000079116	chr8	21200000	3
ENSMUSG00000095066	chr8	21500000	6
ENSMUSG00000094690	chr17	45720000	24
ENSMUSG00000096295	chr8	21360000	7
ENSMUSG00000094362	chr8	21380000	10
ENSMUSG00000094662	chr8	21420000	4
ENSMUSG00000094818	chr8	21520000	5
ENSMUSG00000036850	chr2	24960000	32
ENSMUSG00000049086	chr2	25700000	32
ENSMUSG00000089724	chr11	99780000	0
ENSMUSG00000053217	chr6	132760000	0
ENSMUSG00000073955	chr7	103200000	0
ENSMUSG00000045109	chr11	99640000	9
ENSMUSG00000075206	chr2	85900000	0
ENSMUSG00000036216	chr11	53420000	27
ENSMUSG00000057203	chr17	21220000	0
ENSMUSG00000052825	chr8	52180000	23
ENSMUSG00000091497	chrX	90880000	0
ENSMUSG00000038064	chr8	47820000	31
ENSMUSG00000058250	chr6	40600000	3
ENSMUSG00000093376	chr6	57920000	0
ENSMUSG00000055271	chr12	103400000	32
ENSMUSG00000071147	chr6	133040000	0
ENSMUSG00000045126	chr19	12880000	1
ENSMUSG00000062426	chr7	86380000	0
ENSMUSG00000057381	chr6	132840000	0
ENSMUSG00000062952	chr6	132860000	0
ENSMUSG00000078965	chr11	20320000	23
ENSMUSG00000096438	chrY	38600000	23
ENSMUSG00000060375	chr12	107480000	9
ENSMUSG00000078144	chr8	92900000	28
ENSMUSG00000045267	chr15	32160000	11
ENSMUSG00000063885	chr14	48220000	23
ENSMUSG00000066107	chr4	92180000	12
ENSMUSG00000090794	chr7	5540000	0
ENSMUSG00000071750	chr15	59980000	0
ENSMUSG00000062042	chr7	86600000	0
ENSMUSG00000091212	chr16	89560000	10
ENSMUSG00000095168	chr10	45000000	16
ENSMUSG00000070546	chr7	48640000	2
ENSMUSG00000069236	chr13	49800000	23
ENSMUSG00000046215	chr11	103640000	28
ENSMUSG00000059503	chr1	174380000	1
ENSMUSG00000078355	chr4	88660000	0
ENSMUSG00000058399	chr7	5880000	0
ENSMUSG00000069718	chr11	99640000	9
ENSMUSG00000083649	chr7	5120000	32
ENSMUSG00000037140	chr6	40480000	16
ENSMUSG00000069706	chr10	23960000	0
ENSMUSG00000063251	chr11	99620000	9
ENSMUSG00000094856	chr3	137660000	5
ENSMUSG00000071276	chr17	20100000	0
ENSMUSG00000079120	chr8	20940000	7
ENSMUSG00000078370	chr12	69920000	23
ENSMUSG00000081058	chr3	96220000	32
ENSMUSG00000071275	chr17	20180000	0
ENSMUSG00000096215	chr16	5000000	31
ENSMUSG00000062224	chr10	51740000	10
ENSMUSG00000073435	chr17	24880000	23
ENSMUSG00000094163	chr3	93960000	0
ENSMUSG00000095251	chr3	94060000	0
ENSMUSG00000060499	chr12	66280000	5
ENSMUSG00000061633	chr15	81980000	12
ENSMUSG00000092071	chr7	89620000	21
ENSMUSG00000048830	chr16	88760000	9
ENSMUSG00000078254	chr11	99960000	0
ENSMUSG00000057762	chr13	97080000	23
ENSMUSG00000078080	chr7	103080000	0
ENSMUSG00000069721	chr11	99540000	12
ENSMUSG00000078354	chr4	88680000	9
ENSMUSG00000053389	chr6	131660000	0
ENSMUSG00000069708	chr10	23940000	0
ENSMUSG00000060701	chr17	20620000	9
ENSMUSG00000071149	chr6	132720000	0
ENSMUSG00000079773	chrGL456350.1	160000	0
ENSMUSG00000096442	chr10	24060000	0
ENSMUSG00000094861	chrX	91380000	1
ENSMUSG00000096072	chrX	91480000	1
ENSMUSG00000057699	chr6	132940000	0
ENSMUSG00000070551	chr7	48160000	0
ENSMUSG00000051502	chr5	137280000	32
ENSMUSG00000045337	chr8	21900000	14
ENSMUSG00000064345	chrMT	0	23
ENSMUSG00000045111	chr10	23980000	0
ENSMUSG00000059687	chr17	37440000	0
ENSMUSG00000063660	chr17	37260000	1
ENSMUSG00000047253	chr11	99580000	10
ENSMUSG00000045824	chr7	102940000	0
ENSMUSG00000087279	chr11	70600000	18
ENSMUSG00000059845	chr11	99860000	9
ENSMUSG00000048875	chr18	50560000	10
ENSMUSG00000056901	chr6	132760000	0
ENSMUSG00000069707	chr10	23960000	0
ENSMUSG00000070335	chr11	99860000	0
ENSMUSG00000090471	chr7	142160000	2
ENSMUSG00000026963	chr2	25280000	28
ENSMUSG00000045236	chr7	142300000	11
ENSMUSG00000037424	chr10	24100000	3
ENSMUSG00000053353	chr2	163460000	30
ENSMUSG00000079416	chr5	98540000	0
ENSMUSG00000081984	chr1	88200000	32
ENSMUSG00000064333	chr9	38860000	0
ENSMUSG00000066175	chr7	126640000	32
ENSMUSG00000079001	chr2	153480000	14
ENSMUSG00000090631	chr6	42480000	8
ENSMUSG00000048155	chrX	136920000	10
ENSMUSG00000096792	chr3	88360000	15
ENSMUSG00000061022	chr13	23220000	0
ENSMUSG00000045508	chr13	21340000	0
ENSMUSG00000056946	chr7	108700000	0
ENSMUSG00000090802	chr9	78320000	3
ENSMUSG00000058856	chr9	39420000	0
ENSMUSG00000009633	chr1	193260000	32
ENSMUSG00000056054	chr3	90660000	27
ENSMUSG00000038057	chr11	76200000	32
ENSMUSG00000078262	chr11	99780000	0
ENSMUSG00000066914	chr9	18920000	0
ENSMUSG00000079600	chrX	165000000	0
ENSMUSG00000075151	chr2	87680000	1
ENSMUSG00000039001	chr2	180240000	32
ENSMUSG00000078691	chr3	88380000	18
ENSMUSG00000052850	chr6	40480000	3
ENSMUSG00000074735	chr2	150240000	21
ENSMUSG00000096156	chr16	97480000	23
ENSMUSG00000064272	chr1	74260000	19
ENSMUSG00000059179	chr5	16720000	22
ENSMUSG00000052759	chr1	136260000	24
ENSMUSG00000095647	chr10	23980000	0
ENSMUSG00000095171	chr10	23980000	0
ENSMUSG00000095569	chr10	24020000	0
ENSMUSG00000050803	chr9	20020000	0
ENSMUSG00000078255	chr11	99940000	0
ENSMUSG00000075212	chr2	85660000	0
ENSMUSG00000078261	chr11	99780000	0
ENSMUSG00000094293	chr4	42080000	20
ENSMUSG00000095755	chrJH584293.1	80000	0
ENSMUSG00000029715	chr5	137500000	32
ENSMUSG00000026542	chr1	172880000	12
ENSMUSG00000095693	chrY	5240000	1
ENSMUSG00000094354	chrY	40380000	1
ENSMUSG00000091821	chrX	123220000	1
ENSMUSG00000095019	chrJH584303.1	80000	0
ENSMUSG00000094404	chrY	76360000	0
ENSMUSG00000094507	chrY	74620000	1
ENSMUSG00000094911	chrY	24780000	1
ENSMUSG00000094939	chrY	25300000	1
ENSMUSG00000096379	chrY	38560000	1
ENSMUSG00000031330	chrX	103620000	18
ENSMUSG00000045391	chr10	63240000	32
ENSMUSG00000069280	chr13	23240000	0
ENSMUSG00000074228	chr8	83160000	22
ENSMUSG00000054497	chr6	131620000	0
ENSMUSG00000056203	chr6	42400000	8
ENSMUSG00000091129	chr9	106620000	2
ENSMUSG00000056197	chr6	73460000	10
ENSMUSG00000090225	chr11	99860000	9
ENSMUSG00000058005	chr3	93820000	0
ENSMUSG00000052376	chr12	34860000	12
ENSMUSG00000020830	chr11	70500000	22
ENSMUSG00000073878	chr4	42100000	23
ENSMUSG00000023052	chr15	102520000	32
ENSMUSG00000070394	chr11	69820000	32
ENSMUSG00000096644	chrX	155080000	1
ENSMUSG00000075136	chr2	88080000	0
ENSMUSG00000090353	chr2	126200000	5
ENSMUSG00000046636	chr18	27580000	23
ENSMUSG00000060256	chr3	93780000	3
ENSMUSG00000079536	chrX	74480000	4
ENSMUSG00000056379	chr10	23920000	12
ENSMUSG00000079114	chr8	21440000	7
ENSMUSG00000043472	chr3	92940000	4
ENSMUSG00000043445	chr17	24460000	32
ENSMUSG00000042031	chr3	92920000	13
ENSMUSG00000054142	chr17	21280000	0
ENSMUSG00000057697	chr6	90220000	18
ENSMUSG00000074635	chr13	119480000	32
ENSMUSG00000050870	chr7	48380000	1
ENSMUSG00000079794	chrGL456210.1	120000	0
ENSMUSG00000069622	chr10	59380000	23
ENSMUSG00000073906	chr7	105360000	8
ENSMUSG00000060461	chr9	78360000	11
ENSMUSG00000058618	chr8	21700000	7
ENSMUSG00000071230	chr17	24640000	16
ENSMUSG00000090733	chr3	90200000	23
ENSMUSG00000096271	chrGL456350.1	200000	0
ENSMUSG00000079471	chr17	45600000	21
ENSMUSG00000074807	chr2	128960000	23
ENSMUSG00000035804	chr19	52260000	13
ENSMUSG00000094686	chr4	42760000	23
ENSMUSG00000094065	chr4	41900000	23
ENSMUSG00000074437	chr8	21320000	8
ENSMUSG00000079113	chr8	21580000	5
ENSMUSG00000079192	chrGL456210.1	120000	0
ENSMUSG00000061482	chr13	23580000	23
ENSMUSG00000052730	chr6	48580000	4
ENSMUSG00000007877	chr11	98380000	31
ENSMUSG00000062162	chrX	92000000	1
ENSMUSG00000068879	chr3	93760000	0
ENSMUSG00000064370	chrMT	0	1
ENSMUSG00000069717	chr11	99840000	0
ENSMUSG00000061457	chr9	20200000	0
ENSMUSG00000017188	chr11	101260000	32
ENSMUSG00000066061	chr4	118800000	0
ENSMUSG00000094374	chr12	82480000	22
ENSMUSG00000070713	chr8	72300000	23
ENSMUSG00000060591	chr7	140940000	23
ENSMUSG00000025129	chr11	120540000	26
ENSMUSG00000049699	chr9	108980000	31
ENSMUSG00000017311	chr11	102100000	22
ENSMUSG00000092456	chr7	24000000	0
ENSMUSG00000058349	chr6	132800000	0
ENSMUSG00000055108	chr10	99120000	10
ENSMUSG00000062165	chr17	20900000	0
ENSMUSG00000042745	chr2	152720000	32
ENSMUSG00000035337	chr9	64220000	31
ENSMUSG00000071490	chr13	22880000	0
ENSMUSG00000036430	chr17	46880000	32
ENSMUSG00000064039	chr9	123960000	19
ENSMUSG00000055811	chr16	88500000	4
ENSMUSG00000045989	chr7	126820000	14
ENSMUSG00000004612	chr7	43420000	29
ENSMUSG00000073785	chr7	142220000	15
ENSMUSG00000094211	chrX	32940000	1
ENSMUSG00000094487	chr3	54700000	23
ENSMUSG00000094564	chrX	33980000	0
ENSMUSG00000094351	chrX	31560000	1
ENSMUSG00000078757	chr7	32440000	0
ENSMUSG00000095487	chr7	33520000	0
ENSMUSG00000078753	chr7	33740000	0
ENSMUSG00000044556	chr4	115780000	30
ENSMUSG00000091937	chr1	39800000	4
ENSMUSG00000025492	chr7	141000000	32
ENSMUSG00000067716	chr16	48060000	2
ENSMUSG00000076430	chr13	30940000	18
ENSMUSG00000069036	chrY	2660000	10
ENSMUSG00000089687	chr4	132300000	23
ENSMUSG00000048501	chr9	39060000	0
ENSMUSG00000049740	chr7	107620000	19
ENSMUSG00000093674	chr10	128540000	32
ENSMUSG00000039098	chr10	26060000	16
ENSMUSG00000059278	chr11	69380000	32
ENSMUSG00000067925	chrX	53640000	23
ENSMUSG00000078668	chr11	99760000	0
ENSMUSG00000068885	chr3	92980000	15
ENSMUSG00000090724	chr9	78380000	14
ENSMUSG00000091174	chr9	35740000	2
ENSMUSG00000034031	chr11	88280000	13
ENSMUSG00000096519	chr9	3000000	11
ENSMUSG00000050856	chr5	108420000	32
ENSMUSG00000096736	chr9	3020000	2
ENSMUSG00000044243	chr11	76660000	21
ENSMUSG00000043319	chr12	102880000	13
ENSMUSG00000044276	chr15	74700000	28
ENSMUSG00000095316	chrX	21160000	1
ENSMUSG00000010529	chr12	111480000	32
ENSMUSG00000044927	chr6	87980000	32
ENSMUSG00000093696	chr6	57020000	0
ENSMUSG00000070550	chr7	48180000	0
ENSMUSG00000090551	chr4	108840000	23
ENSMUSG00000074433	chr3	92960000	2
ENSMUSG00000038801	chr7	140840000	14
ENSMUSG00000036537	chrX	37180000	31
ENSMUSG00000001014	chr9	21020000	27
ENSMUSG00000049489	chr11	78740000	32
ENSMUSG00000062319	chr2	6940000	6
ENSMUSG00000079139	chr1	135220000	23
ENSMUSG00000067924	chrX	53660000	23
ENSMUSG00000072612	chr5	125380000	23
ENSMUSG00000090102	chrX	23940000	1
ENSMUSG00000044526	chr17	56500000	17
ENSMUSG00000094311	chr10	38820000	9
ENSMUSG00000078179	chr6	23640000	17
ENSMUSG00000092124	chr18	31600000	23
ENSMUSG00000046687	chr10	62060000	23
ENSMUSG00000003541	chr17	35820000	32
ENSMUSG00000053603	chr10	81180000	30
ENSMUSG00000049741	chr3	88640000	10
ENSMUSG00000031765	chr8	94160000	32
ENSMUSG00000035522	chrX	83480000	14
ENSMUSG00000044757	chr1	97020000	23
ENSMUSG00000045475	chr3	92940000	4
ENSMUSG00000058176	chr16	49280000	2
ENSMUSG00000041878	chr1	43080000	31
ENSMUSG00000070803	chr4	120660000	32
ENSMUSG00000070661	chr4	138960000	27
ENSMUSG00000027912	chr3	93000000	14
ENSMUSG00000073532	chr18	77180000	13
ENSMUSG00000020870	chr11	94740000	23
ENSMUSG00000066632	chr12	10900000	23
ENSMUSG00000038152	chr13	45960000	32
ENSMUSG00000050635	chr3	92360000	15
ENSMUSG00000067608	chr19	9280000	23
ENSMUSG00000061520	chr2	87520000	0
ENSMUSG00000007892	chr9	61900000	23
ENSMUSG00000067173	chr7	47980000	10
ENSMUSG00000070473	chr5	134980000	32
ENSMUSG00000094018	chr3	90580000	10
ENSMUSG00000029725	chr5	137760000	32
ENSMUSG00000079532	chrX	74740000	1
ENSMUSG00000078257	chr11	99820000	0
ENSMUSG00000026961	chr2	25280000	31
ENSMUSG00000051769	chr2	164200000	13
ENSMUSG00000095663	chr15	8500000	17
ENSMUSG00000044854	chr1	184020000	32
ENSMUSG00000074261	chr7	25600000	9
ENSMUSG00000060244	chr1	171500000	23
ENSMUSG00000060708	chr5	36740000	32
ENSMUSG00000038086	chr9	50740000	32
ENSMUSG00000027923	chr3	92640000	17
ENSMUSG00000008843	chr5	134900000	17
ENSMUSG00000047104	chr6	135300000	21
ENSMUSG00000078719	chr4	43580000	23
ENSMUSG00000079242	chr15	89420000	23
ENSMUSG00000075227	chr19	6060000	32
ENSMUSG00000042157	chr3	92400000	14
ENSMUSG00000054945	chr5	90360000	32
ENSMUSG00000002580	chr11	98420000	32
ENSMUSG00000074402	chr7	5140000	0
ENSMUSG00000079061	chr12	74300000	0
ENSMUSG00000049476	chr8	33720000	13
ENSMUSG00000029867	chr6	41680000	15
ENSMUSG00000074847	chr13	65240000	13
ENSMUSG00000021545	chr17	48080000	15
ENSMUSG00000053181	chr13	48500000	18
