geneId	geneName	start	end	strand	chr
ENSMUSG00000080455	Gm24194	64321526	64321615	-1	17
ENSMUSG00000092867	Mir3058	95559231	95559321	-1	10
ENSMUSG00000099155	Gm27805	32173171	32173249	1	2
ENSMUSG00000088010	Gm23740	23063133	23063232	-1	11
ENSMUSG00000070209	n-R5s27	44641025	44641143	-1	17
ENSMUSG00000088485	Gm23640	98870396	98870499	-1	11
ENSMUSG00000056629	Fkbp2	6977741	6980461	-1	19
ENSMUSG00000096353	Gm24957	112522529	112522660	1	9
ENSMUSG00000104656	Gm44483	4802457	4802553	1	5
ENSMUSG00000077177	Gm25760	56551459	56551590	1	12
ENSMUSG00000096037	n-R5s136	123599861	123599979	-1	8
ENSMUSG00000023020	Cox14	99725618	99728136	1	15
ENSMUSG00000088868	Gm23072	46306336	46306458	1	2
ENSMUSG00000094803	Gm26072	70550841	70550947	-1	5
ENSMUSG00000088595	Gm24601	94826781	94826923	-1	6
ENSMUSG00000088210	Gm22084	75372041	75372145	-1	5
ENSMUSG00000088575	Gm24537	4738832	4738933	1	7
ENSMUSG00000084706	Gm22987	121242342	121242587	1	9
ENSMUSG00000088587	Gm22962	68510163	68510235	1	9
ENSMUSG00000080508	Gm25041	53885370	53885434	1	16
ENSMUSG00000089072	Gm24500	34139253	34139376	-1	15
ENSMUSG00000065623	Gm24762	132547104	132547207	-1	4
ENSMUSG00000098273	Mir6346	118954220	118954300	1	1
ENSMUSG00000077698	Snord12	167065276	167065365	1	2
ENSMUSG00000073179	Gm10478	20896239	20896638	-1	12
ENSMUSG00000080549	Gm22715	120443459	120443549	-1	8
ENSMUSG00000095221	Gm23561	21326548	21326639	-1	8
ENSMUSG00000077175	Gm25758	89828871	89828999	1	5
ENSMUSG00000095915	n-R5s115	123564286	123564404	-1	8
ENSMUSG00000098305	Gm27781	75023856	75023947	1	18
ENSMUSG00000088133	Gm22895	17935578	17935885	1	15
ENSMUSG00000087911	Gm24913	132931211	132931317	-1	4
ENSMUSG00000087806	Gm23432	119638744	119638874	-1	3
ENSMUSG00000065404	Mir201	67988096	67988161	-1	X
ENSMUSG00000106561	Gm47293	87266858	87266933	1	12
ENSMUSG00000088017	Gm23829	47751299	47751568	-1	1
ENSMUSG00000094631	Gm24220	59357021	59357099	-1	7
ENSMUSG00000080469	Snord98	62765576	62765640	-1	10
ENSMUSG00000088695	Gm22334	155652892	155653024	-1	2
ENSMUSG00000093107	Mir1839	81529855	81529981	1	7
ENSMUSG00000099215	Gm27682	15020535	15020644	-1	12
ENSMUSG00000094050	Gm23472	72236946	72237136	1	1
ENSMUSG00000087720	Gm26279	94920322	94920423	-1	3
ENSMUSG00000094477	Gm23064	103471859	103471959	1	4
ENSMUSG00000065700	Gm22827	112062505	112062611	1	8
ENSMUSG00000094939	Gm21773	25308278	25309360	-1	Y
ENSMUSG00000093260	Gm23415	10592484	10592566	-1	13
ENSMUSG00000096053	Gm25943	10501109	10501198	1	2
ENSMUSG00000088703	Gm25555	32804867	32804977	-1	17
ENSMUSG00000098850	Gm27390	63177983	63178158	1	1
ENSMUSG00000096048	Gm22510	59454855	59454933	-1	7
ENSMUSG00000096586	Gm22918	100139501	100139610	1	10
ENSMUSG00000088526	Gm26087	39981497	39981558	-1	4
ENSMUSG00000088020	Gm22762	90782413	90782549	-1	11
ENSMUSG00000084518	Gm22477	11928424	11928739	1	4
ENSMUSG00000077457	Snord65	62604515	62604586	1	11
ENSMUSG00000084684	Gm22026	14029482	14029762	-1	3
ENSMUSG00000024842	Cabp4	4135425	4139609	-1	19
ENSMUSG00000064763	Gm23515	65667595	65667701	-1	8
ENSMUSG00000093294	Gm25399	137183987	137184062	1	4
ENSMUSG00000099119	Mir6546	171064591	171064652	-1	1
ENSMUSG00000058927	Gm10053	24875686	24876634	1	19
ENSMUSG00000087741	Gm23827	23776903	23777047	-1	11
ENSMUSG00000065493	Mir34a	150068454	150068555	1	4
ENSMUSG00000076994	Mir466b-3	10503565	10503645	1	2
ENSMUSG00000106436	Mir7015	120973259	120973322	-1	4
ENSMUSG00000076121	Mir687	73206763	73206851	-1	14
ENSMUSG00000095666	AC164084.2	41338	44417	-1	JH584296.1
ENSMUSG00000084690	Gm24896	5111399	5111533	1	9
ENSMUSG00000104690	Gm47304	69516481	69516550	1	6
ENSMUSG00000065502	Mir202	139957689	139957760	-1	7
ENSMUSG00000065685	Gm23732	116173313	116173419	1	12
ENSMUSG00000091697	Eif3s6-ps2	90311825	90312043	-1	18
ENSMUSG00000088625	Gm23318	148555697	148555804	1	4
ENSMUSG00000080478	Snord23	15938762	15938870	-1	7
ENSMUSG00000064901	Snora21	97781639	97781775	-1	11
ENSMUSG00000065049	Gm24041	58819323	58819478	-1	15
ENSMUSG00000105477	Gm47307	91088406	91088550	1	17
ENSMUSG00000095069	Gm26190	25812855	25812975	-1	9
ENSMUSG00000105002	Mir6375	85790140	85790234	-1	6
ENSMUSG00000087921	Gm23228	3798912	3799181	1	15
ENSMUSG00000089548	Gm25830	48958350	48958481	-1	8
ENSMUSG00000077347	Gm24671	121356844	121357001	1	5
ENSMUSG00000095713	Gm26466	59407197	59407275	-1	7
ENSMUSG00000087912	Gm24916	31015148	31015226	-1	14
ENSMUSG00000087766	Gm23982	42832779	42832884	1	6
ENSMUSG00000078324	Btbd35f14	33700649	33702349	-1	X
ENSMUSG00000024976	Shoc2	53944306	54033268	1	19
ENSMUSG00000089001	Gm23852	61070018	61070094	1	16
ENSMUSG00000089509	Gm23474	109633768	109633842	1	12
ENSMUSG00000105853	Mir376b	109723458	109723539	1	12
ENSMUSG00000096070	Gm25350	59754002	59754095	-1	7
ENSMUSG00000088669	Gm25336	154080095	154080199	-1	1
ENSMUSG00000065905	Gm26110	171027965	171028129	1	1
ENSMUSG00000104740	Mir6516	117077348	117077457	1	11
ENSMUSG00000098532	Mir7065	13136072	13136132	1	8
ENSMUSG00000089220	Gm22074	6977268	6977380	1	3
ENSMUSG00000077476	Gm24794	12301036	12301175	1	17
ENSMUSG00000065050	Gm25704	133008487	133008654	1	2
ENSMUSG00000088876	Gm25861	25539097	25539205	-1	9
ENSMUSG00000088239	Gm25430	142238539	142238827	-1	6
ENSMUSG00000094997	Gm22047	59791844	59791937	-1	7
ENSMUSG00000089153	Gm23579	69994790	69994892	-1	12
ENSMUSG00000079190	AC133103.1	167446	196478	1	GL456211.1
ENSMUSG00000093916	Gm379	108664004	108664891	-1	X
ENSMUSG00000099312	Gm27733	103461218	103461285	-1	X
ENSMUSG00000098822	Mir7039	144896732	144896816	-1	5
ENSMUSG00000064574	Gm25797	109023356	109023462	-1	X
ENSMUSG00000087993	Mir1982	80828797	80828870	1	10
ENSMUSG00000098510	Mir6968	26935472	26935539	1	17
ENSMUSG00000077448	Gm23126	42866685	42866818	-1	1
ENSMUSG00000095228	Gm22233	135506257	135506370	-1	X
ENSMUSG00000088932	Gm25920	137912990	137913088	-1	3
ENSMUSG00000077672	Gm24472	87066893	87067024	1	3
ENSMUSG00000096633	Gm22170	13507862	13507968	-1	12
ENSMUSG00000077295	Gm24122	102106449	102106580	-1	1
ENSMUSG00000071280	Gm10322	59616063	59616398	1	10
ENSMUSG00000094667	Gm24872	59421187	59421265	-1	7
ENSMUSG00000094048	Gm26284	59589548	59589626	-1	7
ENSMUSG00000099042	Mir7066	70102524	70102586	-1	8
ENSMUSG00000076453	Mir759	79738431	79738528	1	14
ENSMUSG00000092787	Mir5116	56587852	56587914	-1	X
ENSMUSG00000093004	Gm24158	97660257	97660327	-1	11
ENSMUSG00000077403	Gm25419	55299655	55299845	-1	4
ENSMUSG00000088937	Gm25923	28060391	28060528	-1	12
ENSMUSG00000093129	Gm24368	69340783	69340888	1	5
ENSMUSG00000094123	Gm23945	71531285	71531376	-1	X
ENSMUSG00000065453	Mirlet7d	48536012	48536114	-1	13
ENSMUSG00000069833	Ahnak	8989284	9076919	1	19
ENSMUSG00000088800	Gm24075	18969762	18969833	-1	1
ENSMUSG00000095100	Gm22128	59771656	59771749	-1	7
ENSMUSG00000094054	AC133103.2	113868	114758	1	GL456211.1
ENSMUSG00000077553	Gm23176	88021420	88021549	-1	9
ENSMUSG00000064745	Gm24708	16624575	16624677	-1	7
ENSMUSG00000065869	Gm24917	22868901	22869004	1	11
ENSMUSG00000087719	Gm26464	42820463	42820767	-1	10
ENSMUSG00000093874	Gm24539	62136930	62137062	1	13
ENSMUSG00000093021	Gm25303	36798698	36798771	-1	15
ENSMUSG00000065757	Gm23347	109673913	109673994	1	12
ENSMUSG00000096563	Gm24095	62543203	62543335	-1	13
ENSMUSG00000104797	Mir1897	34638464	34638542	1	3
ENSMUSG00000077664	Gm26145	31259593	31259719	-1	1
ENSMUSG00000077681	Gm22496	59347337	59347424	-1	7
ENSMUSG00000098999	Gm27601	47593337	47593463	1	4
ENSMUSG00000084526	n-R5s192	124820821	124820939	1	4
ENSMUSG00000096132	n-R5s119	123571001	123571119	-1	8
ENSMUSG00000064105	Cnnm2	46761596	46878795	1	19
ENSMUSG00000088972	Gm23761	130782701	130782804	1	5
ENSMUSG00000094099	Gm25823	59522156	59522233	-1	7
ENSMUSG00000077649	Gm24989	77244928	77245015	-1	11
ENSMUSG00000106233	Mir509	68010105	68010179	-1	X
ENSMUSG00000099223	Mir7221	92592206	92592277	1	2
ENSMUSG00000077519	Gm25880	153876384	153876515	1	4
ENSMUSG00000096502	Gm23089	59718588	59718681	-1	7
ENSMUSG00000064485	Gm23735	72131088	72131221	1	14
ENSMUSG00000064616	Gm26454	49009883	49009989	1	12
ENSMUSG00000077163	Gm24116	55243933	55244039	-1	7
ENSMUSG00000092821	Gm23163	109425644	109425744	-1	8
ENSMUSG00000080526	Mir466j	60960723	60960844	1	10
ENSMUSG00000077275	Gm22785	70693476	70693607	1	X
ENSMUSG00000088659	Gm24845	69551963	69552071	1	18
ENSMUSG00000093096	Mir3968	115447961	115448060	-1	11
ENSMUSG00000093359	Gm23292	36302515	36302615	1	7
ENSMUSG00000088682	Gm23999	29009696	29009799	-1	14
ENSMUSG00000094245	Gm23966	58466515	58466621	-1	1
ENSMUSG00000104921	Gm23927	4078297	4078512	-1	19
ENSMUSG00000099270	Gm27454	52248332	52248535	1	6
ENSMUSG00000092718	Gm22860	108567310	108567383	-1	3
ENSMUSG00000098717	Gm28032	52246009	52246104	1	6
ENSMUSG00000080366	Gm25775	3099386	3099506	-1	8
ENSMUSG00000078002	Mir880	66800530	66800607	-1	X
ENSMUSG00000092939	Gm22907	120852171	120852296	-1	5
ENSMUSG00000088264	Gm24783	121914560	121914659	1	X
ENSMUSG00000092673	Mir3067	81166151	81166234	1	12
ENSMUSG00000064746	Gm24707	15412300	15412406	1	11
ENSMUSG00000089351	Gm25486	98599033	98599095	1	12
ENSMUSG00000094034	Gm24653	59358890	59358968	-1	7
ENSMUSG00000088370	Gm22880	17865317	17865419	-1	19
ENSMUSG00000088678	Gm23666	53006408	53006523	1	8
ENSMUSG00000093148	Gm23375	133761688	133761770	-1	6
ENSMUSG00000099236	Mir668	109734732	109734797	1	12
ENSMUSG00000077038	Mir669f	10467229	10467349	1	2
ENSMUSG00000088444	Gm22187	151059955	151060083	1	2
ENSMUSG00000093211	Gm25250	77577714	77577789	1	9
ENSMUSG00000064408	Gm23924	74451797	74451904	-1	6
ENSMUSG00000098594	Gm27628	71119342	71119448	1	8
ENSMUSG00000099161	Mir6419	17563514	17563626	1	2
ENSMUSG00000088055	Gm26148	15911567	15911634	-1	4
ENSMUSG00000088671	Gm23662	113119698	113119808	1	7
ENSMUSG00000098521	Mir7243	102304924	102304975	-1	9
ENSMUSG00000065642	Snora69	37082912	37083042	-1	X
ENSMUSG00000099199	Mir7012	90270149	90270212	1	3
ENSMUSG00000076456	Mir760	122293585	122293703	-1	3
ENSMUSG00000094428	Gm26443	33808117	33808226	1	7
ENSMUSG00000088548	Gm24960	98383402	98383491	-1	4
ENSMUSG00000096091	Gm26335	32175099	32175205	1	5
ENSMUSG00000077174	Gm25757	153831170	153831292	1	3
ENSMUSG00000065479	Mir125a	17830812	17830879	1	17
ENSMUSG00000098937	Mir7241	67727717	67727780	-1	9
ENSMUSG00000094316	Mir297-1	10958437	10958512	-1	7
ENSMUSG00000092825	Gm23164	76479219	76479329	1	2
ENSMUSG00000098812	Mir7578	27450549	27450630	-1	2
ENSMUSG00000088791	Gm22542	88342388	88342482	-1	17
ENSMUSG00000037815	Ctnna1	35118888	35254773	1	18
ENSMUSG00000064778	Snord59a	128084143	128084216	1	10
ENSMUSG00000065769	Gm23846	140440541	140440647	-1	2
ENSMUSG00000094229	Gm22969	46450413	46450519	1	7
ENSMUSG00000064697	Gm24147	37667233	37667376	-1	X
ENSMUSG00000065490	Mir30c-1	120769534	120769622	-1	4
ENSMUSG00000105120	Gm26413	116163910	116164036	-1	11
ENSMUSG00000095031	Gm22348	59405330	59405408	-1	7
ENSMUSG00000093782	Gm22396	82839446	82839498	1	1
ENSMUSG00000098706	Mir6979	37854605	37854660	-1	18
ENSMUSG00000065360	Gm24412	97521808	97521916	1	7
ENSMUSG00000072900	Mir540	109586080	109586146	1	12
ENSMUSG00000098499	Mir6975	35244075	35244135	1	17
ENSMUSG00000084569	Gm26479	62893409	62893514	-1	10
ENSMUSG00000077359	Gm25308	118077805	118077962	-1	2
ENSMUSG00000065165	Gm23815	69498579	69498685	-1	7
ENSMUSG00000098951	Mir7647	123522637	123522695	-1	5
ENSMUSG00000096350	Gm25707	132408309	132408404	1	4
ENSMUSG00000098448	Mir6362	22605326	22605432	1	16
ENSMUSG00000064707	Gm22507	112931424	112931583	1	10
ENSMUSG00000089275	Gm24548	58154981	58155088	-1	1
ENSMUSG00000093965	Gm24370	73392142	73392243	1	6
ENSMUSG00000095149	Gm24390	72490958	72491019	-1	15
ENSMUSG00000106412	Gm44460	101570183	101570311	1	15
ENSMUSG00000093992	Gm26427	7428222	7428328	-1	8
ENSMUSG00000099192	Gm27373	21677913	21678096	1	9
ENSMUSG00000089271	Gm24552	91242995	91243097	1	7
ENSMUSG00000089312	Gm22257	162687880	162688180	1	X
ENSMUSG00000087775	Rprl2	22251374	22251663	1	3
ENSMUSG00000088892	Gm22518	45500485	45500552	-1	4
ENSMUSG00000098712	Mir7010	82106247	82106309	-1	3
ENSMUSG00000080499	Gm25338	48384219	48384338	-1	2
ENSMUSG00000094709	Gm24488	10494882	10495008	1	2
ENSMUSG00000104857	Gm26413	116163910	116164035	-1	11
ENSMUSG00000077794	Gm25560	175800514	175800689	1	1
ENSMUSG00000106591	Gm47286	87981614	87981741	-1	6
ENSMUSG00000077507	Gm24235	54827215	54827343	1	5
ENSMUSG00000076258	Gm23935	11144125	11144181	1	16
ENSMUSG00000092848	Gm23263	137184065	137184140	1	4
ENSMUSG00000088905	Gm25439	33917492	33917622	1	9
ENSMUSG00000094033	Gm24655	23166865	23166971	-1	10
ENSMUSG00000088445	Gm23557	93573731	93573868	-1	X
ENSMUSG00000089263	Gm22892	135740997	135741101	1	6
ENSMUSG00000077380	Gm22661	95332618	95332749	1	13
ENSMUSG00000088051	Gm26150	36406094	36406244	-1	8
ENSMUSG00000105398	Gm47305	69361270	69361339	-1	12
ENSMUSG00000098969	Gm27695	52246718	52246808	1	6
ENSMUSG00000094901	Gm23576	60174317	60174426	1	18
ENSMUSG00000093480	Mir5624	93790777	93790837	1	13
ENSMUSG00000077411	Gm23749	108079912	108080042	-1	2
ENSMUSG00000089113	Gm22902	131413661	131413962	-1	2
ENSMUSG00000096587	Mir467a-6	10491048	10491130	1	2
ENSMUSG00000099123	Mir6965	24240884	24240947	-1	17
ENSMUSG00000096823	Gm24569	36257510	36257613	-1	16
ENSMUSG00000077385	Gm22657	65952314	65952445	-1	9
ENSMUSG00000077939	Gm24133	36663965	36664039	1	1
ENSMUSG00000089003	Gm23854	64304637	64304744	-1	10
ENSMUSG00000099183	Gm27881	13262198	13262279	1	1
ENSMUSG00000105321	Gm44382	90790826	90790947	-1	8
ENSMUSG00000065547	Mir199a-1	21496495	21496564	-1	9
ENSMUSG00000106163	Gm26047	106118968	106119082	-1	4
ENSMUSG00000080582	Gm24907	150807859	150807986	-1	X
ENSMUSG00000079258	Calhm1	47141035	47144174	-1	19
ENSMUSG00000089533	Gm25164	78518623	78518738	1	10
ENSMUSG00000089389	Gm24682	123518231	123518367	1	5
ENSMUSG00000093571	Gm24757	30311525	30311895	1	7
ENSMUSG00000088048	Gm23331	60500833	60500940	-1	5
ENSMUSG00000088627	Gm23035	93793772	93793877	1	6
ENSMUSG00000094008	Gm24168	30942379	30942485	-1	10
ENSMUSG00000098961	Mir6949	56082401	56082468	-1	14
ENSMUSG00000088128	Gm25720	76214101	76214205	-1	15
ENSMUSG00000088739	Gm23891	47200627	47200764	1	3
ENSMUSG00000065599	Mir23b	63300484	63300557	1	13
ENSMUSG00000095516	Gm24135	12572430	12572530	-1	15
ENSMUSG00000076424	Gm25986	62808349	62808416	1	16
ENSMUSG00000089536	Scarna3a	159340283	159340422	1	1
ENSMUSG00000098816	Gm27786	142577849	142577918	1	7
ENSMUSG00000079230	Gm11065	70295177	70295406	1	6
ENSMUSG00000095477	Gm25076	118266449	118266580	1	5
ENSMUSG00000088986	Gm25603	62242763	62242867	-1	9
ENSMUSG00000093083	Gm24323	117085836	117085912	1	11
ENSMUSG00000088551	Gm22100	101103588	101103650	-1	4
ENSMUSG00000093234	Mir3085	42280082	42280170	-1	19
ENSMUSG00000105116	Gm44494	127481120	127481248	1	3
ENSMUSG00000093185	Gm25692	45396994	45397118	-1	4
ENSMUSG00000104743	Gm44493	27615817	27615904	1	8
ENSMUSG00000095880	Gm26429	39460330	39460439	-1	17
ENSMUSG00000089053	Gm23352	14791941	14792004	-1	17
ENSMUSG00000088490	Gm24400	43857245	43857351	-1	19
ENSMUSG00000078251	Gm16487	113467977	113472014	1	11
ENSMUSG00000093102	Mir3475	140310948	140311012	1	X
ENSMUSG00000088451	Gm26368	167364180	167364297	-1	X
ENSMUSG00000095776	Gm23018	69561229	69561337	-1	12
ENSMUSG00000094390	Gm23400	82235877	82235978	1	17
ENSMUSG00000077505	Gm24233	59134072	59134193	1	12
ENSMUSG00000084731	Gm25806	83690004	83690125	-1	5
ENSMUSG00000098972	Mir8093	32687630	32687766	-1	2
ENSMUSG00000095796	Gm26297	46219836	46219967	1	16
ENSMUSG00000094656	Gm25358	102801184	102801284	1	X
ENSMUSG00000099311	Mir6244	52115623	52115739	1	9
ENSMUSG00000077431	Gm22591	113060698	113060803	1	6
ENSMUSG00000087852	Gm22793	145287928	145288257	-1	6
ENSMUSG00000088358	Gm24008	115723695	115723832	-1	6
ENSMUSG00000065440	Mirlet7g	106178840	106178927	1	9
ENSMUSG00000093311	Mir3965	134326454	134326522	1	5
ENSMUSG00000090451	Gm6133	78349754	78350701	1	18
ENSMUSG00000089423	Gm26007	163388772	163388891	-1	X
ENSMUSG00000076379	Mir190a	67236660	67236726	-1	9
ENSMUSG00000095333	Gm24314	87764679	87764801	-1	5
ENSMUSG00000065613	Mir92-2	52741838	52741928	-1	X
ENSMUSG00000089055	Gm22675	28595127	28595230	1	2
ENSMUSG00000076233	Gm22761	103843418	103843513	-1	2
ENSMUSG00000084625	Gm25544	22902388	22902507	1	2
ENSMUSG00000088230	Gm25427	86333206	86333308	1	11
ENSMUSG00000080566	Gm26044	69752403	69752528	-1	5
ENSMUSG00000099134	Mir7018	137538286	137538370	1	4
ENSMUSG00000089197	Gm25767	36671658	36671781	1	5
ENSMUSG00000064688	Gm25814	32213133	32213239	-1	1
ENSMUSG00000060096	Amd-ps3	64448519	64450014	-1	18
ENSMUSG00000042816	Gpr151	42578020	42579652	-1	18
ENSMUSG00000089452	Gm24223	104700870	104700959	1	3
ENSMUSG00000105424	Gm44304	49096289	49096433	-1	17
ENSMUSG00000087922	Gm23229	118279861	118279965	1	7
ENSMUSG00000095489	Gm25737	13549506	13549612	1	6
ENSMUSG00000065561	Mir369	109743418	109743496	1	12
ENSMUSG00000065486	Mir450-1	53048154	53048244	-1	X
ENSMUSG00000096889	Gm23571	10499763	10499889	1	2
ENSMUSG00000099050	Mir7655	18057846	18057903	1	2
ENSMUSG00000096500	Gm23087	11350450	11350525	-1	7
ENSMUSG00000089105	Gm23115	71506436	71506543	-1	17
ENSMUSG00000098737	Mir7014	95734911	95734973	-1	3
ENSMUSG00000096639	Gm22169	68461339	68461445	-1	9
ENSMUSG00000098489	Mir7678	164354313	164354383	-1	2
ENSMUSG00000094252	Gm17469	124629893	124630390	1	X
ENSMUSG00000088582	Gm22966	148326980	148327108	-1	1
ENSMUSG00000098674	Gm27813	108456183	108456536	1	6
ENSMUSG00000089017	Gm25519	112198915	112199041	-1	3
ENSMUSG00000064543	Gm22979	36169796	36169954	1	15
ENSMUSG00000089345	Gm22665	69921473	69921747	-1	1
ENSMUSG00000099323	Gm28016	108498775	108498970	-1	13
ENSMUSG00000084497	Gm22107	77840657	77840756	-1	15
ENSMUSG00000087854	Gm22790	105645843	105645971	1	12
ENSMUSG00000065470	Mir149	92850378	92850443	1	1
ENSMUSG00000089343	Gm22667	117132490	117132817	1	11
ENSMUSG00000064843	Gm26207	25453960	25454063	-1	19
ENSMUSG00000099307	Gm27419	92135700	92135808	-1	10
ENSMUSG00000025013	Tll2	41083981	41206774	-1	19
ENSMUSG00000076357	Mir653	3721301	3721385	-1	6
ENSMUSG00000088641	Gm26483	12666095	12666198	1	8
ENSMUSG00000024580	Grpel2	61712440	61726331	-1	18
ENSMUSG00000045877	4933415A04Rik	43587040	43589048	1	11
ENSMUSG00000088564	Gm23782	137987657	137987776	-1	1
ENSMUSG00000099272	Mir7093	134757631	134757731	1	X
ENSMUSG00000098808	Mir7009	36475461	36475524	-1	3
ENSMUSG00000064663	Gm24859	52603788	52603894	1	12
ENSMUSG00000098914	Gm27747	61643371	61643455	1	14
ENSMUSG00000077733	Gm23608	10075653	10075780	-1	2
ENSMUSG00000092805	Gm26461	88553236	88553525	1	9
ENSMUSG00000098919	Mir8102	97744897	97745035	1	11
ENSMUSG00000084530	RF01953	34638368	34638639	1	3
ENSMUSG00000093351	Mir3072	109747878	109747960	1	12
ENSMUSG00000088748	Gm23219	78824387	78824473	1	11
ENSMUSG00000093087	Mir3473d	111016450	111016530	-1	8
ENSMUSG00000092745	Mir5122	133369776	133369864	1	4
ENSMUSG00000076234	Gm22757	103839109	103839204	1	2
ENSMUSG00000088417	Gm24238	19856885	19856982	1	18
ENSMUSG00000094188	Gm22621	130113291	130113364	1	6
ENSMUSG00000065387	n-R5s85	65836353	65836465	1	9
ENSMUSG00000077650	Gm23320	75886083	75886209	1	X
ENSMUSG00000080474	Gm25317	135512351	135512479	-1	4
ENSMUSG00000088779	Gm26034	132100639	132100754	1	1
ENSMUSG00000089222	Gm25049	30311079	30311151	1	17
ENSMUSG00000084746	Gm25292	84619807	84620128	-1	16
ENSMUSG00000095678	Gm25101	21114369	21114475	1	15
ENSMUSG00000095410	n-R5s121	123574397	123574515	-1	8
ENSMUSG00000065845	Gm25189	117248271	117248434	1	2
ENSMUSG00000088393	Gm26308	128377831	128377899	-1	10
ENSMUSG00000064692	Gm24151	62776985	62777125	1	11
ENSMUSG00000089097	Gm25658	97744757	97744884	-1	10
ENSMUSG00000088487	Gm26045	32023344	32023440	1	14
ENSMUSG00000096288	Gm22251	13209702	13209808	-1	18
ENSMUSG00000065807	Gm23038	155788365	155788468	-1	3
ENSMUSG00000065840	Gm25187	158378222	158378354	1	2
ENSMUSG00000098883	Gm27430	30333291	30333397	-1	1
ENSMUSG00000077443	Gm23133	99937307	99937441	-1	15
ENSMUSG00000087830	Gm22820	8681835	8682163	-1	19
ENSMUSG00000106145	Mir7073	95753151	95753214	-1	8
ENSMUSG00000099238	Mir7001	93421929	93422007	-1	2
ENSMUSG00000089028	Gm25010	43201149	43201213	-1	4
ENSMUSG00000098307	Gm27460	3027658	3027757	-1	3
ENSMUSG00000094527	Gm22910	53872017	53872148	-1	6
ENSMUSG00000095778	Gm23016	64728066	64728127	1	18
ENSMUSG00000064851	Gm24525	7177706	7177856	-1	5
ENSMUSG00000098334	Mir7043	116645978	116646047	-1	6
ENSMUSG00000077687	Gm22497	109537039	109537169	1	4
ENSMUSG00000105435	Gm44355	75911422	75911525	1	9
ENSMUSG00000065586	Mir96	30169446	30169551	-1	6
ENSMUSG00000065468	Mir26b	74394310	74394394	1	1
ENSMUSG00000098455	Gm27428	106426057	106426166	1	X
ENSMUSG00000094069	Gm25155	59700878	59700971	-1	7
ENSMUSG00000094513	Gm24566	59445503	59445581	-1	7
ENSMUSG00000098525	Gm27365	17695354	17695530	1	6
ENSMUSG00000098803	Gm27468	5201198	5201303	-1	19
ENSMUSG00000095357	Gm23286	59561472	59561550	-1	7
ENSMUSG00000070258	Gm25207	15685285	15685391	-1	X
ENSMUSG00000089365	Gm23823	77540642	77540765	-1	14
ENSMUSG00000077459	Gm25919	67573160	67573291	-1	3
ENSMUSG00000089164	Gm24131	141566143	141566249	-1	5
ENSMUSG00000077356	Gm26288	58148096	58148227	-1	7
ENSMUSG00000064795	Gm22423	96083673	96083856	-1	11
ENSMUSG00000105988	Gm44479	101645144	101645259	1	15
ENSMUSG00000088471	Gm23080	36137872	36137974	-1	16
ENSMUSG00000106544	Gm44334	76181709	76181820	1	6
ENSMUSG00000084686	Gm22027	96176361	96176487	1	3
ENSMUSG00000078061	Gm22824	28608195	28608286	1	2
ENSMUSG00000095116	Gm23714	15695213	15695317	1	7
ENSMUSG00000095175	Gm22722	123539901	123540032	-1	6
ENSMUSG00000087833	Gm23959	17548286	17548609	1	11
ENSMUSG00000084643	Gm24385	16221019	16221368	-1	18
ENSMUSG00000104608	Gm44390	22035164	22035307	1	13
ENSMUSG00000077564	Gm23202	146835144	146835272	1	5
ENSMUSG00000094440	Gm25453	86349586	86349692	1	18
ENSMUSG00000105210	Mir3544	109585813	109585873	-1	12
ENSMUSG00000087942	Gm24244	91812491	91812620	-1	17
ENSMUSG00000088813	Gm22383	172684515	172684841	-1	1
ENSMUSG00000077497	Gm23593	57333366	57333485	-1	14
ENSMUSG00000065227	Gm25790	84323309	84323415	-1	7
ENSMUSG00000099300	Mir6356	68739400	68739501	1	18
ENSMUSG00000064791	Snord14e	40804748	40804837	1	9
ENSMUSG00000077528	Gm25376	103121236	103121368	1	10
ENSMUSG00000088118	Gm24059	8439353	8439664	1	6
ENSMUSG00000065191	Gm23458	123360832	123361000	1	5
ENSMUSG00000065469	Mir129-1	29022619	29022691	1	6
ENSMUSG00000088155	Gm26349	118036614	118036743	1	13
ENSMUSG00000089359	Gm25490	15452422	15452551	1	11
ENSMUSG00000088491	Mir1953	151967529	151967617	-1	2
ENSMUSG00000093515	Mir1231	135454603	135454683	-1	1
ENSMUSG00000089436	Gm23198	116675878	116675968	1	13
ENSMUSG00000096659	Gm25679	54719163	54719326	-1	12
ENSMUSG00000088792	Gm22539	51844685	51844801	1	X
ENSMUSG00000093946	Gm22832	74749140	74749247	-1	Y
